"Filename","Latitude","longitude","Park Name","Bird"
"test_images/Seagulls.jpg",57.006741,-5.827243,none,1
"test_images/Duck1.jpg",57.165696,-3.700750,Cairngorms,1
"test_images/Duck4.jpg",57.165528,-3.700790,Cairngorms,1
"test_images/Duck3.jpg",57.165521,-3.700790,Cairngorms,0
"test_images/Train.jpg",56.871018,-5.435093,none,0
"test_images/Duck2.jpg",57.165658,-3.700750,Cairngorms,1
"test_images/Cairngorm Railway.jpg",57.124203,-3.645668,Cairngorms,0
